name,entryType,startTime,duration,initiatorType,nextHopProtocol,workerStart,redirectStart,redirectEnd,fetchStart,domainLookupStart,domainLookupEnd,connectStart,connectEnd,secureConnectionStart,requestStart,responseStart,responseEnd,transferSize,encodedBodySize,serverTiming,unloadEventStart,unloadEventEnd,domInteractive,domContentLoadedEventStart,domContentLoadedEventEnd,domComplete,loadEventStart,loadEventEnd,type,redirectCount
https://www.qa02.illinois.camelot.global/account/profile/games/dbg-participation-history/details/55974,navigation,0,1974.40000000596,navigation,http/1.1,0,0,0,0.700000002980232,0.700000002980232,0.700000002980232,0.700000002980232,0.700000002980232,0.700000002980232,1.79999999701977,969.09999999404,977.90000000596,16872,16572,88436,,980.59999999404,1031,1032,1144.5,1974.29999999702,1974.29999999702,1974.40000000596,navigate,0
https://www.qa02.illinois.camelot.global/account/profile/games/dbg-participation-history/details/55974,navigation,0,1290.29999999702,navigation,http/1.1,0,0,0,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,0.700000002980232,371.70000000298,373.29999999702,16771,16471,88317,,378.29999999702,433.5,434.79999999702,552.20000000298,1290.20000000298,1290.20000000298,1290.29999999702,navigate,0
https://www.qa02.illinois.camelot.global/account/profile/games/dbg-participation-history/details/55974,navigation,0,1161.70000000298,navigation,http/1.1,0,0,0,0.299999997019768,0.299999997019768,0.299999997019768,0.299999997019768,0.299999997019768,0.299999997019768,0.799999997019768,259.59999999404,262.09999999404,16716,16416,88246,,265.59999999404,323.59999999404,337.59999999404,446.09999999404,1161.59999999404,1161.70000000298,1161.70000000298,navigate,0
https://www.qa02.illinois.camelot.global/account/profile/games/dbg-participation-history/details/55974,navigation,0,1596.5,navigation,http/1.1,0,0,0,0.600000008940697,0.600000008940697,0.600000008940697,0.600000008940697,0.600000008940697,0.600000008940697,1.30000001192093,283,284.600000008941,16652,16352,88182,,289.300000011921,340,341.100000008941,444,1596.40000000596,1596.40000000596,1596.5,navigate,0
https://www.qa02.illinois.camelot.global/account/profile/games/dbg-participation-history/details/55974,navigation,0,1296.5,navigation,http/1.1,0,0,0,0.600000008940697,0.600000008940697,0.600000008940697,0.600000008940697,0.600000008940697,0.600000008940697,1.20000000298023,252.79999999702,255.29999999702,16608,16308,88129,,260.90000000596,325.40000000596,333.90000000596,435.5,1296.5,1296.5,1296.5,navigate,0
https://www.qa02.illinois.camelot.global/account/profile/games/dbg-participation-history/details/55974,navigation,0,1504,navigation,http/1.1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1.1000000089407,366.90000000596,370.600000008941,16648,16348,88168,,376.5,441.70000000298,449.800000011921,558.100000008941,1503.80000001192,1503.90000000596,1504,navigate,0
https://www.qa02.illinois.camelot.global/account/profile/games/dbg-participation-history/details/55974,navigation,0,2723.79999999702,navigation,http/1.1,0,0,0,0.400000005960465,0.400000005960465,0.400000005960465,0.400000005960465,0.400000005960465,0.400000005960465,1,1737.5,1739.59999999404,16641,16341,88168,,1746.90000000596,1795.29999999702,1796.40000000596,1907,2723.70000000298,2723.70000000298,2723.79999999702,navigate,0
https://www.qa02.illinois.camelot.global/account/profile/games/dbg-participation-history/details/55974,navigation,0,1521.90000000596,navigation,http/1.1,0,0,0,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,0.800000011920929,451.5,452.70000000298,16796,16496,88353,,456.800000011921,515.5,523.5,623.70000000298,1521.70000000298,1521.70000000298,1521.90000000596,navigate,0
https://www.qa02.illinois.camelot.global/account/profile/games/dbg-participation-history/details/55974,navigation,0,1197.70000000298,navigation,http/1.1,0,0,0,0.399999991059303,0.399999991059303,0.399999991059303,0.399999991059303,0.399999991059303,0.399999991059303,1,539.20000000298,543.399999991059,16843,16543,88393,,553.79999999702,621.09999999404,629.20000000298,734.79999999702,1197.39999999106,1197.59999999404,1197.70000000298,navigate,0
https://www.qa02.illinois.camelot.global/account/profile/games/dbg-participation-history/details/55974,navigation,0,1054.39999999106,navigation,http/1.1,0,0,0,0.399999991059303,0.399999991059303,0.399999991059303,0.399999991059303,0.399999991059303,0.399999991059303,1.09999999403954,232.5,234.29999999702,16635,16335,88157,,234.70000000298,272.399999991059,283.899999991059,393.20000000298,1054.29999999702,1054.29999999702,1054.39999999106,navigate,0
https://www.qa02.illinois.camelot.global/account/profile/games/dbg-participation-history/details/55974,navigation,0,1358,navigation,http/1.1,0,0,0,0.600000008940697,0.600000008940697,0.600000008940697,0.600000008940697,0.600000008940697,0.600000008940697,1.20000000298023,469.70000000298,471.20000000298,16812,16512,88361,,474.100000008941,541.5,548.70000000298,649.20000000298,1357.79999999702,1357.79999999702,1358,navigate,0
https://www.qa02.illinois.camelot.global/account/profile/games/dbg-participation-history/details/55974,navigation,0,1299,navigation,http/1.1,0,0,0,0.400000005960465,0.400000005960465,0.400000005960465,0.400000005960465,0.400000005960465,0.400000005960465,1,372.40000000596,373.59999999404,16653,16353,88176,,378.90000000596,440,454.29999999702,562.70000000298,1298.90000000596,1298.90000000596,1299,navigate,0
https://www.qa02.illinois.camelot.global/account/profile/games/dbg-participation-history/details/55974,navigation,0,1585.20000000298,navigation,http/1.1,0,0,0,0.299999997019768,0.299999997019768,0.299999997019768,0.299999997019768,0.299999997019768,0.299999997019768,0.899999991059303,527.20000000298,529.79999999702,16552,16252,88054,,536.399999991059,588.399999991059,589.5,692,1585.09999999404,1585.20000000298,1585.20000000298,navigate,0
